"ZIP
code [1]",Size of adjusted gross income,Number of returns
12164,"$50,000 under $75,000",40
12164,"$75,000 under $100,000",30
12164,"$100,000 under $200,000",30
12164,"$200,000 or more",**
,,
12165,,200
12165,"$1 under $25,000",50
12165,"$25,000 under $50,000",40
12165,"$50,000 under $75,000",30
12165,"$75,000 under $100,000",20
12165,"$100,000 under $200,000",40
12165,"$200,000 or more",20
,,
12166,,650
12166,"$1 under $25,000",230
12166,"$25,000 under $50,000",190
12166,"$50,000 under $75,000",110
12166,"$75,000 under $100,000",50
12166,"$100,000 under $200,000",70
12166,"$200,000 or more",**
,,
12167,,"1,150"
12167,"$1 under $25,000",490
12167,"$25,000 under $50,000",290
12167,"$50,000 under $75,000",150
12167,"$75,000 under $100,000",100
12167,"$100,000 under $200,000",120
12167,"$200,000 or more",**
,,
12168,,930
12168,"$1 under $25,000",340
12168,"$25,000 under $50,000",220
12168,"$50,000 under $75,000",150
12168,"$75,000 under $100,000",90
12168,"$100,000 under $200,000",130
12168,"$200,000 or more",**
,,
12169,,170
12169,"$1 under $25,000",60
12169,"$25,000 under $50,000",60
12169,"$50,000 under $75,000",**
12169,"$75,000 under $100,000",20
12169,"$100,000 under $200,000",30
12169,"$200,000 or more",**
,,
12170,,"2,570"
12170,"$1 under $25,000",860
12170,"$25,000 under $50,000",560
12170,"$50,000 under $75,000",390
12170,"$75,000 under $100,000",290
12170,"$100,000 under $200,000",410
12170,"$200,000 or more",60
,,
12173,,770
12173,"$1 under $25,000",270
12173,"$25,000 under $50,000",160
12173,"$50,000 under $75,000",140
12173,"$75,000 under $100,000",90
12173,"$100,000 under $200,000",110
12173,"$200,000 or more",**
,,
12175,,340
12175,"$1 under $25,000",120
12175,"$25,000 under $50,000",80
12175,"$50,000 under $75,000",60
12175,"$75,000 under $100,000",40
12175,"$100,000 under $200,000",40
12175,"$200,000 or more",**
,,
12176,,120
12176,"$1 under $25,000",40
12176,"$25,000 under $50,000",30
12176,"$50,000 under $75,000",30
12176,"$75,000 under $100,000",**
12176,"$100,000 under $200,000",20
12176,"$200,000 or more",**
,,
12180,,"23,560"
12180,"$1 under $25,000",8960
12180,"$25,000 under $50,000",6230
12180,"$50,000 under $75,000",3410
12180,"$75,000 under $100,000",1990
12180,"$100,000 under $200,000",2550
12180,"$200,000 or more",420
,,
12182,,"7,140"
12182,"$1 under $25,000",2730
12182,"$25,000 under $50,000",1950
12182,"$50,000 under $75,000",1030
12182,"$75,000 under $100,000",670
12182,"$100,000 under $200,000",700
12182,"$200,000 or more",60
,,
12183,,"1,380"
12183,"$1 under $25,000",470
12183,"$25,000 under $50,000",490
12183,"$50,000 under $75,000",220
12183,"$75,000 under $100,000",110
12183,"$100,000 under $200,000",90
12183,"$200,000 or more",**
,,
12184,,"3,260"
12184,"$1 under $25,000",970
12184,"$25,000 under $50,000",690
12184,"$50,000 under $75,000",470
12184,"$75,000 under $100,000",360
12184,"$100,000 under $200,000",610
12184,"$200,000 or more",160
,,
12185,,990
12185,"$1 under $25,000",330
12185,"$25,000 under $50,000",230
12185,"$50,000 under $75,000",150
12185,"$75,000 under $100,000",90
12185,"$100,000 under $200,000",170
12185,"$200,000 or more",20
,,
12186,,"3,400"
12186,"$1 under $25,000",810
12186,"$25,000 under $50,000",620
12186,"$50,000 under $75,000",500
12186,"$75,000 under $100,000",420
12186,"$100,000 under $200,000",800
12186,"$200,000 or more",250
,,
12187,,430
12187,"$1 under $25,000",160
12187,"$25,000 under $50,000",110
12187,"$50,000 under $75,000",60
12187,"$75,000 under $100,000",50
12187,"$100,000 under $200,000",50
12187,"$200,000 or more",**
,,
12188,,"5,980"
12188,"$1 under $25,000",1690
12188,"$25,000 under $50,000",1510
12188,"$50,000 under $75,000",950
12188,"$75,000 under $100,000",670
12188,"$100,000 under $200,000",990
12188,"$200,000 or more",170
,,
12189,,"9,390"
12189,"$1 under $25,000",3260
12189,"$25,000 under $50,000",2750
12189,"$50,000 under $75,000",1460
12189,"$75,000 under $100,000",800
12189,"$100,000 under $200,000",940
12189,"$200,000 or more",180
,,
12190,,350
12190,"$1 under $25,000",130
12190,"$25,000 under $50,000",80
12190,"$50,000 under $75,000",60
12190,"$75,000 under $100,000",40
12190,"$100,000 under $200,000",40
12190,"$200,000 or more",**
,,
12192,,760
12192,"$1 under $25,000",290
12192,"$25,000 under $50,000",170
12192,"$50,000 under $75,000",110
12192,"$75,000 under $100,000",80
12192,"$100,000 under $200,000",110
12192,"$200,000 or more",**
,,
12193,,"1,040"
12193,"$1 under $25,000",290
12193,"$25,000 under $50,000",260
12193,"$50,000 under $75,000",190
12193,"$75,000 under $100,000",110
12193,"$100,000 under $200,000",170
12193,"$200,000 or more",20
,,
12194,,110
12194,"$1 under $25,000",40
12194,"$25,000 under $50,000",40
12194,"$50,000 under $75,000",**
12194,"$75,000 under $100,000",30
12194,"$100,000 under $200,000",**
12194,"$200,000 or more",**
,,
12196,,"1,600"
12196,"$1 under $25,000",450
12196,"$25,000 under $50,000",310
12196,"$50,000 under $75,000",230
12196,"$75,000 under $100,000",190
12196,"$100,000 under $200,000",340
12196,"$200,000 or more",80
,,
12197,,950
12197,"$1 under $25,000",340
12197,"$25,000 under $50,000",260
12197,"$50,000 under $75,000",140
12197,"$75,000 under $100,000",100
12197,"$100,000 under $200,000",110
12197,"$200,000 or more",**
,,
12198,,"4,130"
12198,"$1 under $25,000",1190
12198,"$25,000 under $50,000",860
12198,"$50,000 under $75,000",660
12198,"$75,000 under $100,000",460
12198,"$100,000 under $200,000",790
12198,"$200,000 or more",170
,,
12202,,"4,430"
12202,"$1 under $25,000",2480
12202,"$25,000 under $50,000",1320
12202,"$50,000 under $75,000",390
12202,"$75,000 under $100,000",130
12202,"$100,000 under $200,000",110
12202,"$200,000 or more",**
,,
12203,,"13,880"
12203,"$1 under $25,000",4170
12203,"$25,000 under $50,000",3410
12203,"$50,000 under $75,000",2320
12203,"$75,000 under $100,000",1460
12203,"$100,000 under $200,000",2010
12203,"$200,000 or more",510
,,
12204,,"3,830"
12204,"$1 under $25,000",1160
12204,"$25,000 under $50,000",1190
12204,"$50,000 under $75,000",600
12204,"$75,000 under $100,000",320
12204,"$100,000 under $200,000",390
12204,"$200,000 or more",170
,,
12205,,"15,010"
12205,"$1 under $25,000",4500
12205,"$25,000 under $50,000",3870
12205,"$50,000 under $75,000",2690
12205,"$75,000 under $100,000",1780
12205,"$100,000 under $200,000",1980
12205,"$200,000 or more",190
,,
12206,,"7,050"
12206,"$1 under $25,000",3880
12206,"$25,000 under $50,000",1930
12206,"$50,000 under $75,000",630
12206,"$75,000 under $100,000",280
12206,"$100,000 under $200,000",280
12206,"$200,000 or more",50
,,
12207,,760
12207,"$1 under $25,000",420
12207,"$25,000 under $50,000",200
12207,"$50,000 under $75,000",70
12207,"$75,000 under $100,000",30
12207,"$100,000 under $200,000",40
12207,"$200,000 or more",**
,,
12208,,"10,160"
12208,"$1 under $25,000",3270
12208,"$25,000 under $50,000",2670
12208,"$50,000 under $75,000",1620
12208,"$75,000 under $100,000",960
12208,"$100,000 under $200,000",1370
12208,"$200,000 or more",270
,,
12209,,"5,350"
12209,"$1 under $25,000",2040
12209,"$25,000 under $50,000",1560
12209,"$50,000 under $75,000",850
12209,"$75,000 under $100,000",430
12209,"$100,000 under $200,000",420
12209,"$200,000 or more",50
,,
12210,,"5,020"
12210,"$1 under $25,000",2250
12210,"$25,000 under $50,000",1550
12210,"$50,000 under $75,000",660
12210,"$75,000 under $100,000",240
12210,"$100,000 under $200,000",250
12210,"$200,000 or more",70
,,
12211,,"6,110"
12211,"$1 under $25,000",1530
12211,"$25,000 under $50,000",950
12211,"$50,000 under $75,000",820
12211,"$75,000 under $100,000",680
12211,"$100,000 under $200,000",1320
12211,"$200,000 or more",810
,,
12302,,"14,290"
12302,"$1 under $25,000",4020
12302,"$25,000 under $50,000",3000
12302,"$50,000 under $75,000",2270
12302,"$75,000 under $100,000",1790
12302,"$100,000 under $200,000",2790
12302,"$200,000 or more",420
,,
12303,,"15,000"
12303,"$1 under $25,000",5260
12303,"$25,000 under $50,000",3530
12303,"$50,000 under $75,000",2100
12303,"$75,000 under $100,000",1420
12303,"$100,000 under $200,000",2210
12303,"$200,000 or more",480
,,
12304,,"10,390"
12304,"$1 under $25,000",4280
12304,"$25,000 under $50,000",2920
12304,"$50,000 under $75,000",1490
12304,"$75,000 under $100,000",800
12304,"$100,000 under $200,000",820
12304,"$200,000 or more",80
,,
12305,,"1,970"
12305,"$1 under $25,000",920
12305,"$25,000 under $50,000",600
12305,"$50,000 under $75,000",250
12305,"$75,000 under $100,000",110
12305,"$100,000 under $200,000",90
12305,"$200,000 or more",**
,,
12306,,"13,710"
12306,"$1 under $25,000",4450
12306,"$25,000 under $50,000",3610
12306,"$50,000 under $75,000",2180
12306,"$75,000 under $100,000",1400
12306,"$100,000 under $200,000",1850
12306,"$200,000 or more",220
,,
12307,,"2,990"
12307,"$1 under $25,000",2050
12307,"$25,000 under $50,000",730
12307,"$50,000 under $75,000",150
12307,"$75,000 under $100,000",40
12307,"$100,000 under $200,000",20
12307,"$200,000 or more",0
,,
12308,,"6,280"
12308,"$1 under $25,000",2780
12308,"$25,000 under $50,000",1770
12308,"$50,000 under $75,000",810
12308,"$75,000 under $100,000",420
12308,"$100,000 under $200,000",430
12308,"$200,000 or more",70
,,
12309,,"15,110"
12309,"$1 under $25,000",3670
12309,"$25,000 under $50,000",2470
12309,"$50,000 under $75,000",2150
12309,"$75,000 under $100,000",1800
12309,"$100,000 under $200,000",3730
12309,"$200,000 or more",1290
,,
12401,,"16,390"
12401,"$1 under $25,000",6670
12401,"$25,000 under $50,000",4080
12401,"$50,000 under $75,000",2230
12401,"$75,000 under $100,000",1390
12401,"$100,000 under $200,000",1680
12401,"$200,000 or more",340
,,
12404,,"1,630"
12404,"$1 under $25,000",600
12404,"$25,000 under $50,000",360
12404,"$50,000 under $75,000",240
12404,"$75,000 under $100,000",150
12404,"$100,000 under $200,000",230
12404,"$200,000 or more",50
,,
12405,,310
12405,"$1 under $25,000",120
12405,"$25,000 under $50,000",80
12405,"$50,000 under $75,000",40
12405,"$75,000 under $100,000",40
12405,"$100,000 under $200,000",30
12405,"$200,000 or more",**
,,
12406,,310
12406,"$1 under $25,000",150
12406,"$25,000 under $50,000",80
12406,"$50,000 under $75,000",50
12406,"$75,000 under $100,000",**
12406,"$100,000 under $200,000",30
12406,"$200,000 or more",**
,,
12407,,120
12407,"$1 under $25,000",50
12407,"$25,000 under $50,000",30
12407,"$50,000 under $75,000",40
12407,"$75,000 under $100,000",**
12407,"$100,000 under $200,000",**
12407,"$200,000 or more",**
,,
12409,,480
12409,"$1 under $25,000",190
12409,"$25,000 under $50,000",80
12409,"$50,000 under $75,000",50
12409,"$75,000 under $100,000",50
12409,"$100,000 under $200,000",60
12409,"$200,000 or more",50
,,
12410,,180
12410,"$1 under $25,000",60
12410,"$25,000 under $50,000",40
12410,"$50,000 under $75,000",50
12410,"$75,000 under $100,000",**
12410,"$100,000 under $200,000",30
12410,"$200,000 or more",**
,,
12411,,260
12411,"$1 under $25,000",90
12411,"$25,000 under $50,000",60
12411,"$50,000 under $75,000",40
12411,"$75,000 under $100,000",40
12411,"$100,000 under $200,000",30
12411,"$200,000 or more",**
,,
12412,,340
12412,"$1 under $25,000",140
12412,"$25,000 under $50,000",70
12412,"$50,000 under $75,000",50
12412,"$75,000 under $100,000",30
12412,"$100,000 under $200,000",50
12412,"$200,000 or more",**
,,
12413,,"1,380"
12413,"$1 under $25,000",550
12413,"$25,000 under $50,000",380
12413,"$50,000 under $75,000",200
12413,"$75,000 under $100,000",110
12413,"$100,000 under $200,000",140
12413,"$200,000 or more",**
,,
12414,,"4,670"
12414,"$1 under $25,000",1820
12414,"$25,000 under $50,000",1190
12414,"$50,000 under $75,000",700
12414,"$75,000 under $100,000",390
12414,"$100,000 under $200,000",480
12414,"$200,000 or more",90
,,
12418,,260
12418,"$1 under $25,000",100
12418,"$25,000 under $50,000",60
12418,"$50,000 under $75,000",40
12418,"$75,000 under $100,000",30
12418,"$100,000 under $200,000",30
12418,"$200,000 or more",**
,,
12419,,330
12419,"$1 under $25,000",100
12419,"$25,000 under $50,000",70
12419,"$50,000 under $75,000",50
12419,"$75,000 under $100,000",40
12419,"$100,000 under $200,000",70
12419,"$200,000 or more",**
,,
12421,,150
12421,"$1 under $25,000",50
12421,"$25,000 under $50,000",40
12421,"$50,000 under $75,000",20
12421,"$75,000 under $100,000",20
12421,"$100,000 under $200,000",20
12421,"$200,000 or more",**
,,
12422,,140
12422,"$1 under $25,000",50
12422,"$25,000 under $50,000",30
12422,"$50,000 under $75,000",30
12422,"$75,000 under $100,000",30
12422,"$100,000 under $200,000",**
12422,"$200,000 or more",**
,,
12423,,470
12423,"$1 under $25,000",190
12423,"$25,000 under $50,000",110
12423,"$50,000 under $75,000",70
12423,"$75,000 under $100,000",40
12423,"$100,000 under $200,000",60
12423,"$200,000 or more",**
,,
12427,,210
12427,"$1 under $25,000",110
12427,"$25,000 under $50,000",50
12427,"$50,000 under $75,000",30
12427,"$75,000 under $100,000",20
12427,"$100,000 under $200,000",**
12427,"$200,000 or more",**
,,
12428,,"2,630"
12428,"$1 under $25,000",1210
12428,"$25,000 under $50,000",620
12428,"$50,000 under $75,000",330
12428,"$75,000 under $100,000",220
12428,"$100,000 under $200,000",220
12428,"$200,000 or more",30
,,
12430,,430
12430,"$1 under $25,000",180
12430,"$25,000 under $50,000",100
12430,"$50,000 under $75,000",60
12430,"$75,000 under $100,000",40
12430,"$100,000 under $200,000",50
12430,"$200,000 or more",**
,,
12431,,730
12431,"$1 under $25,000",260
12431,"$25,000 under $50,000",170
12431,"$50,000 under $75,000",120
12431,"$75,000 under $100,000",80
12431,"$100,000 under $200,000",100
12431,"$200,000 or more",**
,,
12433,,210
12433,"$1 under $25,000",70
12433,"$25,000 under $50,000",40
12433,"$50,000 under $75,000",30
12433,"$75,000 under $100,000",30
12433,"$100,000 under $200,000",40
12433,"$200,000 or more",**
,,
12434,,330
12434,"$1 under $25,000",160
12434,"$25,000 under $50,000",80
12434,"$50,000 under $75,000",50
12434,"$75,000 under $100,000",20
12434,"$100,000 under $200,000",20
12434,"$200,000 or more",**
,,
12435,,190
12435,"$1 under $25,000",60
12435,"$25,000 under $50,000",50
12435,"$50,000 under $75,000",30
12435,"$75,000 under $100,000",20
12435,"$100,000 under $200,000",30
12435,"$200,000 or more",**
,,
12439,,190
12439,"$1 under $25,000",90
12439,"$25,000 under $50,000",30
12439,"$50,000 under $75,000",40
12439,"$75,000 under $100,000",**
12439,"$100,000 under $200,000",30
12439,"$200,000 or more",**
,,
12440,,"1,000"
12440,"$1 under $25,000",330
12440,"$25,000 under $50,000",240
12440,"$50,000 under $75,000",150
12440,"$75,000 under $100,000",90
12440,"$100,000 under $200,000",150
12440,"$200,000 or more",40
,,
12442,,480
12442,"$1 under $25,000",200
12442,"$25,000 under $50,000",110
12442,"$50,000 under $75,000",60
12442,"$75,000 under $100,000",40
12442,"$100,000 under $200,000",50
12442,"$200,000 or more",20
,,
12443,,"2,040"
12443,"$1 under $25,000",560
12443,"$25,000 under $50,000",390
12443,"$50,000 under $75,000",330
12443,"$75,000 under $100,000",260
12443,"$100,000 under $200,000",410
12443,"$200,000 or more",90
,,
12444,,160
12444,"$1 under $25,000",60
12444,"$25,000 under $50,000",40
12444,"$50,000 under $75,000",30
12444,"$75,000 under $100,000",**
12444,"$100,000 under $200,000",30
12444,"$200,000 or more",**
,,
12446,,"2,210"
12446,"$1 under $25,000",840
12446,"$25,000 under $50,000",510
12446,"$50,000 under $75,000",340
12446,"$75,000 under $100,000",220
12446,"$100,000 under $200,000",270
12446,"$200,000 or more",30
,,
12448,,110
12448,"$1 under $25,000",40
12448,"$25,000 under $50,000",50
12448,"$50,000 under $75,000",**
12448,"$75,000 under $100,000",**
12448,"$100,000 under $200,000",20
12448,"$200,000 or more",**
,,
12449,,"1,670"
12449,"$1 under $25,000",620
12449,"$25,000 under $50,000",410
12449,"$50,000 under $75,000",250
12449,"$75,000 under $100,000",180
12449,"$100,000 under $200,000",190
12449,"$200,000 or more",20
,,
12451,,810
12451,"$1 under $25,000",280
12451,"$25,000 under $50,000",210
12451,"$50,000 under $75,000",130
12451,"$75,000 under $100,000",80
12451,"$100,000 under $200,000",110
12451,"$200,000 or more",**
,,
12454,,120
12454,"$1 under $25,000",50
12454,"$25,000 under $50,000",40
12454,"$50,000 under $75,000",**
12454,"$75,000 under $100,000",30
12454,"$100,000 under $200,000",**
12454,"$200,000 or more",**
